campaign_id,company,campaign_type,target_audience,duration_days,channel_used,conversion_rate,acquisition_cost,roi,location
CAMP01494,Alpha Corp,Influencer,36-45,16,YouTube,0.1501,20043.73,5.44,Australia
CAMP01495,Gamma Inc,Social Media,18-25,87,Instagram,0.0467,11097.35,2.98,Australia
CAMP01496,Delta Solutions,Email,18-25,75,YouTube,0.2438,16645.34,2.06,Australia
CAMP01497,Beta Ltd,Display,36-45,41,Google,0.0722,7931.22,3.05,USA
CAMP01498,Alpha Corp,Email,18-25,37,Instagram,0.2819,10002.03,1.28,USA
CAMP01499,Alpha Corp,Email,46-60,67,Email,0.1239,2411.6,2.36,India
CAMP01500,Alpha Corp,Display,36-45,57,YouTube,0.2672,2967.24,1.08,India
CAMP01501,Beta Ltd,Email,18-25,74,Facebook,0.1737,20559.26,9.55,UK
CAMP01502,Delta Solutions,Influencer,26-35,45,Google,0.1926,24312.62,2.03,Germany
CAMP01503,Delta Solutions,Influencer,46-60,42,YouTube,0.2598,12485.92,0.51,UK
CAMP01504,Gamma Inc,Influencer,26-35,45,Email,0.2361,3635.12,9.6,Germany
CAMP01505,Delta Solutions,Influencer,26-35,30,Facebook,0.2358,2664.29,7.71,UK
CAMP01506,Gamma Inc,Influencer,18-25,71,YouTube,0.234,1612.46,3.04,Germany
CAMP01507,Gamma Inc,Search,26-35,73,YouTube,0.209,22030.11,8.85,USA
CAMP01508,Delta Solutions,Display,46-60,14,LinkedIn,0.2844,11333.87,8.78,USA
CAMP01509,Gamma Inc,Search,36-45,13,Google,0.112,22069.03,7.54,Germany
CAMP01510,Gamma Inc,Email,18-25,11,Google,0.0717,9389.28,6.13,UK
CAMP01511,Gamma Inc,Display,18-25,33,LinkedIn,0.26,14907.5,6.05,USA
CAMP01512,Alpha Corp,Email,26-35,13,LinkedIn,0.1935,17009.04,9.7,India
CAMP01513,Delta Solutions,Display,26-35,53,Email,0.3162,1725.83,4.92,UK
CAMP01514,Alpha Corp,Influencer,46-60,90,LinkedIn,0.3381,17199.06,8.18,USA
CAMP01515,Beta Ltd,Search,36-45,65,LinkedIn,0.3048,20093.04,1.57,Germany
CAMP01516,Delta Solutions,Display,46-60,84,LinkedIn,0.1962,1040.95,7.16,UK
CAMP01517,Delta Solutions,Influencer,36-45,17,YouTube,0.2664,1941.13,9.9,Australia
CAMP01518,Gamma Inc,Search,26-35,65,Google,0.1237,13291.17,0.59,Australia
CAMP01519,Delta Solutions,Social Media,26-35,67,Instagram,0.015,24298.88,2.95,Germany
CAMP01520,Delta Solutions,Social Media,36-45,43,Facebook,0.2754,24344.5,7.96,Germany
CAMP01521,Alpha Corp,Search,36-45,69,LinkedIn,0.2757,3184.68,7.47,Australia
CAMP01522,Alpha Corp,Display,46-60,12,LinkedIn,0.0127,19141.57,7.47,Germany
CAMP01523,Alpha Corp,Email,26-35,57,Facebook,0.3036,19936.31,9.83,Australia
CAMP01524,Beta Ltd,Email,26-35,75,Instagram,0.3097,21985.4,1.41,India
CAMP01525,Gamma Inc,Influencer,26-35,38,Instagram,0.119,1566.19,6.91,India
CAMP01526,Alpha Corp,Email,46-60,21,Google,0.0159,24324.62,6.59,USA
CAMP01527,Delta Solutions,Social Media,46-60,5,Email,0.3078,20631.86,2.45,UK
CAMP01528,Gamma Inc,Email,36-45,28,Instagram,0.034,15388.31,2.52,Australia
CAMP01529,Beta Ltd,Email,36-45,75,Google,0.0889,2137.29,6.68,Germany
CAMP01530,Beta Ltd,Influencer,46-60,77,Facebook,0.1945,6383.88,6.72,UK
CAMP01531,Alpha Corp,Social Media,36-45,58,YouTube,0.2876,8992.47,6.2,India
CAMP01532,Beta Ltd,Display,46-60,27,Facebook,0.2758,21505.99,4.89,UK
CAMP01533,Delta Solutions,Social Media,46-60,27,Email,0.2416,19147.45,7.03,India
CAMP01534,Delta Solutions,Display,26-35,77,YouTube,0.2917,23547.65,3.56,UK
CAMP01535,Gamma Inc,Search,26-35,55,Email,0.243,10852.17,2.74,Germany
CAMP01536,Alpha Corp,Influencer,46-60,72,YouTube,0.2268,22961.56,6.16,USA
CAMP01537,Beta Ltd,Email,36-45,36,Google,0.067,22444.86,6.36,USA
CAMP01538,Beta Ltd,Social Media,36-45,77,Google,0.1596,952.92,8.22,Germany
CAMP01539,Beta Ltd,Social Media,26-35,45,Facebook,0.1635,6361.73,4.45,USA
CAMP01540,Delta Solutions,Influencer,18-25,62,Instagram,0.0163,20097.13,7.76,Germany
CAMP01541,Alpha Corp,Display,26-35,78,Instagram,0.1479,16794.75,9.22,Germany
CAMP01542,Beta Ltd,Search,26-35,35,Email,0.0872,5960.75,4.54,USA
CAMP01543,Alpha Corp,Social Media,26-35,72,Facebook,0.0405,19646.01,5.65,UK
CAMP01544,Delta Solutions,Display,26-35,61,Instagram,0.1957,8255.62,9.15,USA
CAMP01545,Gamma Inc,Display,18-25,47,Email,0.0906,15252.55,3.35,Australia
CAMP01546,Gamma Inc,Email,36-45,76,Email,0.0747,23399.11,7.37,UK
CAMP01547,Alpha Corp,Email,46-60,42,Email,0.2775,6370.65,5.98,USA
CAMP01548,Alpha Corp,Display,36-45,69,Facebook,0.2854,1856.5,4.43,USA
CAMP01549,Delta Solutions,Social Media,36-45,11,LinkedIn,0.2347,16673.4,8.71,UK
CAMP01550,Beta Ltd,Search,26-35,79,Facebook,0.0745,18346.32,1.99,Australia
CAMP01551,Alpha Corp,Display,26-35,87,Email,0.2251,8158.18,0.84,UK
CAMP01552,Delta Solutions,Influencer,18-25,89,Google,0.2525,11976.07,2.47,USA
CAMP01553,Beta Ltd,Social Media,18-25,77,LinkedIn,0.0893,12776.71,8.82,USA
CAMP01554,Delta Solutions,Influencer,46-60,64,Google,0.0552,20490.71,3.76,Germany
CAMP01555,Alpha Corp,Display,26-35,68,Google,0.1574,17480.44,7.0,UK
CAMP01556,Gamma Inc,Display,46-60,84,LinkedIn,0.1543,7188.11,2.69,India
CAMP01557,Alpha Corp,Email,46-60,67,Email,0.0621,7188.8,5.16,India
CAMP01558,Alpha Corp,Social Media,18-25,28,YouTube,0.0752,8461.64,5.47,Australia
CAMP01559,Beta Ltd,Email,36-45,18,Email,0.1799,4075.84,2.83,USA
CAMP01560,Gamma Inc,Influencer,46-60,88,YouTube,0.1893,3789.82,4.18,India
CAMP01561,Delta Solutions,Search,36-45,16,LinkedIn,0.1929,20526.58,2.99,USA
CAMP01562,Beta Ltd,Email,18-25,83,Google,0.3439,20876.78,1.46,USA
CAMP01563,Beta Ltd,Social Media,18-25,85,YouTube,0.0235,6871.96,4.6,Germany
CAMP01564,Alpha Corp,Social Media,26-35,8,Instagram,0.2773,21334.72,5.85,Australia
CAMP01565,Delta Solutions,Display,36-45,74,LinkedIn,0.1296,14483.01,1.36,UK
CAMP01566,Delta Solutions,Display,46-60,55,Facebook,0.266,17947.87,3.9,Australia
CAMP01567,Delta Solutions,Social Media,46-60,38,LinkedIn,0.26,22070.88,4.9,India
CAMP01568,Beta Ltd,Email,18-25,48,Email,0.2207,8054.43,9.36,Germany
CAMP01569,Beta Ltd,Email,46-60,41,Facebook,0.2246,16724.54,6.3,Australia
CAMP01570,Alpha Corp,Display,18-25,75,Email,0.2356,8059.07,9.45,UK
CAMP01571,Beta Ltd,Search,26-35,40,Google,0.2642,22621.42,5.48,India
CAMP01572,Alpha Corp,Email,46-60,15,Facebook,0.0548,7839.85,8.13,India
CAMP01573,Beta Ltd,Social Media,36-45,39,Email,0.1327,15820.68,1.41,Germany
CAMP01574,Beta Ltd,Display,18-25,50,LinkedIn,0.2963,5180.15,5.86,Australia
CAMP01575,Gamma Inc,Email,18-25,43,LinkedIn,0.1963,9559.6,3.85,India
CAMP01576,Delta Solutions,Influencer,36-45,48,Instagram,0.0566,9109.27,7.42,UK
CAMP01577,Beta Ltd,Search,46-60,89,Instagram,0.337,18882.96,8.84,Australia
CAMP01578,Alpha Corp,Influencer,36-45,39,YouTube,0.3459,7521.58,7.27,India
CAMP01579,Alpha Corp,Social Media,36-45,75,YouTube,0.1843,8521.51,1.34,UK
CAMP01580,Alpha Corp,Social Media,18-25,90,Instagram,0.1913,730.66,6.4,Germany
CAMP01581,Beta Ltd,Search,26-35,76,Facebook,0.1093,8238.01,7.57,USA
CAMP01582,Beta Ltd,Social Media,18-25,51,LinkedIn,0.1855,7167.61,0.78,UK
CAMP01583,Alpha Corp,Display,26-35,90,YouTube,0.3394,13842.88,2.11,USA
CAMP01584,Delta Solutions,Display,46-60,40,Facebook,0.0966,10343.62,6.96,India
CAMP01585,Delta Solutions,Email,46-60,29,YouTube,0.1136,24521.55,3.49,Germany
CAMP01586,Gamma Inc,Search,26-35,78,Facebook,0.3152,13880.24,1.09,India
CAMP01587,Gamma Inc,Email,26-35,84,LinkedIn,0.1407,2282.34,8.95,India
CAMP01588,Alpha Corp,Search,36-45,16,Facebook,0.3407,20332.39,9.55,Australia
CAMP01589,Delta Solutions,Influencer,26-35,32,Google,0.1289,1804.99,4.05,USA
CAMP01590,Gamma Inc,Email,26-35,29,Google,0.0116,21012.13,9.93,USA
CAMP01591,Gamma Inc,Search,18-25,75,YouTube,0.3343,10434.04,8.64,Australia
CAMP01592,Delta Solutions,Social Media,36-45,28,Email,0.0906,2011.08,5.78,UK
CAMP01593,Alpha Corp,Email,46-60,62,Facebook,0.246,24445.46,7.6,USA
CAMP01594,Gamma Inc,Search,36-45,85,Instagram,0.0261,12637.93,9.39,India
CAMP01595,Gamma Inc,Search,18-25,83,Facebook,0.2644,21442.92,7.41,Australia
CAMP01596,Delta Solutions,Display,46-60,80,Instagram,0.0848,10803.67,3.71,UK
CAMP01597,Gamma Inc,Influencer,46-60,50,LinkedIn,0.2821,11809.38,2.33,Germany
CAMP01598,Beta Ltd,Social Media,46-60,57,Facebook,0.3386,9377.92,4.6,India
CAMP01599,Delta Solutions,Email,36-45,67,Email,0.0254,9538.59,2.27,UK
CAMP01600,Gamma Inc,Influencer,26-35,32,Email,0.1351,19939.65,0.7,UK
CAMP01601,Delta Solutions,Search,46-60,48,Facebook,0.2534,1254.22,4.83,UK
CAMP01602,Delta Solutions,Social Media,26-35,45,Google,0.3488,12501.67,3.63,Australia
CAMP01603,Gamma Inc,Display,46-60,73,Google,0.1334,7006.15,1.41,UK
CAMP01604,Gamma Inc,Display,46-60,54,Facebook,0.3483,14139.61,8.78,Australia
CAMP01605,Delta Solutions,Display,46-60,43,Facebook,0.3157,5772.69,1.67,Germany
CAMP01606,Gamma Inc,Display,26-35,51,Email,0.2546,9044.39,6.49,Australia
CAMP01607,Beta Ltd,Email,36-45,19,Google,0.1398,13564.82,5.91,UK
CAMP01608,Delta Solutions,Display,36-45,27,Google,0.1926,18674.31,9.8,USA
CAMP01609,Delta Solutions,Search,46-60,73,Instagram,0.2549,23676.24,2.91,UK
CAMP01610,Delta Solutions,Search,36-45,16,YouTube,0.2431,6456.67,2.74,Germany
CAMP01611,Alpha Corp,Search,18-25,63,Instagram,0.1081,12331.38,6.46,UK
CAMP01612,Beta Ltd,Display,18-25,83,YouTube,0.1995,9041.86,5.8,Germany
CAMP01613,Alpha Corp,Social Media,26-35,63,Email,0.2939,15347.9,8.21,USA
CAMP01614,Delta Solutions,Search,46-60,60,Facebook,0.1715,9478.77,2.14,USA
CAMP01615,Gamma Inc,Influencer,36-45,66,YouTube,0.2025,2875.74,3.36,UK
CAMP01616,Delta Solutions,Influencer,26-35,17,LinkedIn,0.1214,15552.72,0.55,India
CAMP01617,Gamma Inc,Social Media,36-45,16,Instagram,0.0644,1371.3,7.36,USA
CAMP01618,Delta Solutions,Social Media,36-45,90,Facebook,0.0324,1554.54,3.59,Australia
CAMP01619,Beta Ltd,Email,36-45,41,Google,0.1481,22163.41,2.74,Germany
CAMP01620,Alpha Corp,Social Media,36-45,40,Instagram,0.2248,21821.88,6.25,Germany
CAMP01621,Alpha Corp,Social Media,46-60,18,Email,0.2684,14286.5,2.89,USA
CAMP01622,Gamma Inc,Social Media,46-60,68,Facebook,0.0386,941.07,1.04,Germany
CAMP01623,Gamma Inc,Search,36-45,7,LinkedIn,0.1183,8906.09,2.74,USA
CAMP01624,Beta Ltd,Search,36-45,20,Google,0.2847,8983.56,8.57,Australia
CAMP01625,Gamma Inc,Email,18-25,24,Facebook,0.0482,18161.81,6.16,India
CAMP01626,Alpha Corp,Social Media,46-60,85,Facebook,0.3477,20391.76,4.98,India
CAMP01627,Gamma Inc,Social Media,26-35,86,Instagram,0.2251,9178.87,5.17,USA
CAMP01628,Alpha Corp,Social Media,46-60,11,Instagram,0.3296,10832.62,9.97,Germany
CAMP01629,Delta Solutions,Display,26-35,16,Instagram,0.2583,6004.16,0.8,Australia
CAMP01630,Alpha Corp,Email,46-60,87,Instagram,0.3377,18334.0,2.03,Germany
CAMP01631,Delta Solutions,Social Media,18-25,59,Facebook,0.2362,9054.24,8.72,UK
CAMP01632,Beta Ltd,Influencer,36-45,67,Google,0.1011,17784.27,5.58,Germany
CAMP01633,Delta Solutions,Search,36-45,53,YouTube,0.2821,17819.05,9.95,Germany
CAMP01634,Alpha Corp,Display,46-60,24,LinkedIn,0.0869,4327.24,7.0,USA
CAMP01635,Beta Ltd,Display,18-25,67,LinkedIn,0.2021,22194.23,7.37,Germany
CAMP01636,Alpha Corp,Search,36-45,20,Facebook,0.1368,20700.81,6.01,India
CAMP01637,Delta Solutions,Display,18-25,7,YouTube,0.2817,14783.78,0.66,India
CAMP01638,Alpha Corp,Social Media,46-60,76,YouTube,0.2682,2614.96,9.13,UK
CAMP01639,Gamma Inc,Influencer,36-45,37,Facebook,0.3037,4597.75,5.47,India
CAMP01640,Alpha Corp,Email,18-25,8,LinkedIn,0.094,2758.37,0.59,USA
CAMP01641,Delta Solutions,Email,18-25,42,Email,0.3492,11858.57,2.49,USA
CAMP01642,Gamma Inc,Social Media,26-35,14,YouTube,0.2838,7005.06,3.83,Australia
CAMP01643,Beta Ltd,Social Media,36-45,45,Google,0.1415,20854.52,3.22,UK
CAMP01644,Delta Solutions,Email,26-35,62,Instagram,0.0534,11180.93,0.76,UK
CAMP01645,Gamma Inc,Search,18-25,34,YouTube,0.1288,11576.4,3.16,India
CAMP01646,Alpha Corp,Display,46-60,11,YouTube,0.0461,23087.17,9.01,India
CAMP01647,Delta Solutions,Influencer,46-60,81,LinkedIn,0.2192,14655.4,6.09,India
CAMP01648,Delta Solutions,Influencer,18-25,51,Instagram,0.0484,9989.98,3.61,Australia
CAMP01649,Delta Solutions,Search,36-45,6,LinkedIn,0.1564,24594.71,1.34,India
CAMP01650,Delta Solutions,Display,18-25,54,LinkedIn,0.237,11829.68,7.64,India
CAMP01651,Beta Ltd,Search,18-25,84,Instagram,0.164,14702.17,7.32,USA
CAMP01652,Delta Solutions,Display,46-60,6,LinkedIn,0.3098,9859.02,0.52,UK
CAMP01653,Beta Ltd,Search,18-25,72,LinkedIn,0.0919,16895.58,9.94,India
CAMP01654,Beta Ltd,Email,36-45,37,Google,0.1881,19507.29,3.02,Australia
CAMP01655,Gamma Inc,Display,46-60,65,Instagram,0.3205,15901.73,2.99,Australia
CAMP01656,Delta Solutions,Influencer,36-45,7,Facebook,0.1301,6586.31,3.36,India
CAMP01657,Delta Solutions,Social Media,26-35,82,LinkedIn,0.1707,23586.28,9.64,Australia
CAMP01658,Alpha Corp,Search,18-25,88,Google,0.3272,13037.09,8.49,UK
CAMP01659,Beta Ltd,Display,46-60,52,Email,0.1798,20737.56,6.55,Germany
CAMP01660,Alpha Corp,Influencer,46-60,23,Facebook,0.3038,716.21,5.2,USA
CAMP01661,Gamma Inc,Social Media,46-60,18,Email,0.3298,13185.21,3.61,India
CAMP01662,Gamma Inc,Social Media,26-35,64,YouTube,0.0971,23421.7,3.68,UK
CAMP01663,Beta Ltd,Display,46-60,73,YouTube,0.2772,17361.15,3.59,Australia
CAMP01664,Beta Ltd,Search,26-35,62,Facebook,0.2323,3297.47,8.69,UK
CAMP01665,Delta Solutions,Influencer,36-45,47,Email,0.3455,17894.34,6.97,India
CAMP01666,Alpha Corp,Display,46-60,71,Email,0.2091,868.01,4.36,India
CAMP01667,Delta Solutions,Email,36-45,68,LinkedIn,0.2795,9532.68,9.94,Australia
CAMP01668,Alpha Corp,Search,46-60,33,Facebook,0.1275,6299.23,2.19,Germany
CAMP01669,Delta Solutions,Display,46-60,71,LinkedIn,0.2162,6671.24,1.23,Australia
CAMP01670,Delta Solutions,Email,36-45,20,LinkedIn,0.2747,1516.28,4.0,India
CAMP01671,Delta Solutions,Email,18-25,75,Email,0.3388,15619.74,9.83,UK
CAMP01672,Alpha Corp,Email,18-25,50,Google,0.0956,18676.64,0.73,India
CAMP01673,Beta Ltd,Social Media,26-35,69,Email,0.0368,7649.93,1.27,UK
CAMP01674,Beta Ltd,Social Media,26-35,64,Google,0.3419,14877.84,3.74,USA
CAMP01675,Delta Solutions,Email,26-35,13,Facebook,0.2149,12686.15,9.88,India
CAMP01676,Beta Ltd,Search,26-35,69,Instagram,0.0159,24832.13,3.76,Australia
CAMP01677,Beta Ltd,Search,18-25,72,Facebook,0.1868,20402.14,6.94,Germany
CAMP01678,Alpha Corp,Influencer,18-25,9,Google,0.3283,23677.93,8.71,USA
CAMP01679,Beta Ltd,Display,36-45,24,Google,0.3447,20696.08,6.87,Australia
CAMP01680,Beta Ltd,Social Media,46-60,69,LinkedIn,0.1207,16612.96,1.35,Australia
CAMP01681,Alpha Corp,Display,26-35,36,LinkedIn,0.2758,2243.57,1.91,Germany
CAMP01682,Alpha Corp,Social Media,36-45,14,YouTube,0.166,21518.41,2.96,India
CAMP01683,Alpha Corp,Search,26-35,78,Email,0.1453,19144.97,8.06,Germany
CAMP01684,Beta Ltd,Email,36-45,50,YouTube,0.2678,7412.95,8.12,UK
CAMP01685,Alpha Corp,Social Media,18-25,38,Facebook,0.1018,7099.91,2.12,Australia
CAMP01686,Alpha Corp,Social Media,26-35,52,LinkedIn,0.155,13344.15,4.1,Australia
CAMP01687,Gamma Inc,Influencer,26-35,39,LinkedIn,0.0938,7433.53,1.83,Germany
CAMP01688,Gamma Inc,Search,46-60,15,Instagram,0.0585,24280.32,4.99,India
CAMP01689,Delta Solutions,Search,36-45,53,LinkedIn,0.139,5242.45,3.96,UK
CAMP01690,Delta Solutions,Influencer,18-25,87,YouTube,0.3361,4257.77,9.92,Germany
CAMP01691,Alpha Corp,Social Media,46-60,86,LinkedIn,0.1524,1566.34,4.19,UK
CAMP01692,Alpha Corp,Social Media,36-45,59,Email,0.2423,14038.48,0.98,Germany
CAMP01693,Alpha Corp,Email,18-25,18,LinkedIn,0.1069,18638.05,5.44,Germany
CAMP01694,Alpha Corp,Email,26-35,24,Email,0.3042,14865.37,9.12,India
CAMP01695,Alpha Corp,Influencer,18-25,32,Google,0.2225,5602.77,4.01,USA
CAMP01696,Delta Solutions,Email,46-60,9,YouTube,0.3332,23123.99,8.28,USA
CAMP01697,Gamma Inc,Email,46-60,17,YouTube,0.1208,9792.78,4.46,Australia
CAMP01698,Delta Solutions,Search,36-45,71,LinkedIn,0.1929,3949.63,5.9,USA
CAMP01699,Beta Ltd,Social Media,26-35,41,LinkedIn,0.075,5180.86,5.27,Germany
CAMP01700,Beta Ltd,Search,36-45,77,Instagram,0.0562,11236.18,8.8,Australia
CAMP01701,Beta Ltd,Email,36-45,10,Google,0.209,13837.21,5.9,India
CAMP01702,Alpha Corp,Email,46-60,12,Google,0.2832,15235.49,4.1,UK
CAMP01703,Beta Ltd,Display,26-35,64,Email,0.0779,2294.31,7.79,Germany
CAMP01704,Delta Solutions,Display,26-35,27,YouTube,0.249,21753.62,0.98,UK
CAMP01705,Alpha Corp,Search,46-60,24,LinkedIn,0.2383,8742.54,3.09,India
CAMP01706,Beta Ltd,Influencer,18-25,60,Facebook,0.1741,6855.22,3.22,India
CAMP01707,Beta Ltd,Search,46-60,83,Instagram,0.2707,17345.41,5.9,UK
CAMP01708,Alpha Corp,Search,18-25,41,LinkedIn,0.2119,15532.24,8.42,Germany
CAMP01709,Delta Solutions,Display,36-45,70,Email,0.3318,24824.11,5.76,UK
CAMP01710,Beta Ltd,Influencer,26-35,34,Google,0.2697,10553.65,4.85,India
CAMP01711,Delta Solutions,Influencer,18-25,77,Email,0.3114,4989.58,1.12,Australia
CAMP01712,Gamma Inc,Search,36-45,41,LinkedIn,0.1329,24332.73,9.72,Germany
CAMP01713,Beta Ltd,Display,36-45,18,Instagram,0.2857,12309.41,3.31,India
CAMP01714,Beta Ltd,Influencer,18-25,48,LinkedIn,0.3473,16707.39,1.73,Australia
CAMP01715,Delta Solutions,Social Media,18-25,30,LinkedIn,0.0656,1536.72,8.41,India
CAMP01716,Alpha Corp,Display,36-45,20,LinkedIn,0.1838,8729.21,8.96,USA
CAMP01717,Alpha Corp,Search,18-25,20,Instagram,0.3032,24687.01,3.34,India
CAMP01718,Alpha Corp,Influencer,46-60,38,YouTube,0.1449,24127.26,5.71,USA
CAMP01719,Beta Ltd,Email,36-45,5,Email,0.1828,24611.71,7.94,USA
CAMP01720,Delta Solutions,Display,26-35,11,LinkedIn,0.2642,20686.31,0.71,UK
CAMP01721,Alpha Corp,Social Media,18-25,55,Facebook,0.2904,12762.46,9.88,UK
CAMP01722,Delta Solutions,Display,26-35,5,LinkedIn,0.0778,14514.47,3.58,India
CAMP01723,Delta Solutions,Search,18-25,71,YouTube,0.143,2333.89,5.06,UK
CAMP01724,Delta Solutions,Display,18-25,88,Facebook,0.1441,19935.23,0.98,India
CAMP01725,Delta Solutions,Search,26-35,20,Google,0.062,18852.24,0.95,USA
CAMP01726,Delta Solutions,Influencer,36-45,9,Facebook,0.041,17853.28,1.56,UK
CAMP01727,Beta Ltd,Display,46-60,23,Email,0.2632,9872.87,3.55,Australia
CAMP01728,Beta Ltd,Social Media,46-60,8,Instagram,0.2997,7013.3,9.25,India
CAMP01729,Gamma Inc,Social Media,18-25,28,Instagram,0.3337,20343.01,5.4,UK
CAMP01730,Beta Ltd,Display,26-35,81,Facebook,0.3351,24376.17,3.59,India
CAMP01731,Beta Ltd,Social Media,46-60,75,Instagram,0.3482,10875.36,4.79,USA
CAMP01732,Gamma Inc,Email,36-45,88,Email,0.0382,1860.12,3.02,India
CAMP01733,Gamma Inc,Influencer,46-60,74,Instagram,0.1449,22567.81,6.43,UK
CAMP01734,Gamma Inc,Social Media,26-35,77,Email,0.0379,17391.37,5.32,USA
CAMP01735,Gamma Inc,Display,36-45,55,Google,0.2405,16949.84,4.1,UK
CAMP01736,Beta Ltd,Email,18-25,17,Instagram,0.3406,23634.32,7.02,USA
CAMP01737,Gamma Inc,Social Media,36-45,71,Google,0.0225,16927.16,4.22,USA
CAMP01738,Delta Solutions,Email,36-45,59,Google,0.189,15628.98,8.16,Germany
CAMP01739,Gamma Inc,Influencer,26-35,87,Google,0.1913,17897.72,6.18,India
CAMP01740,Alpha Corp,Display,18-25,64,YouTube,0.0655,12356.63,2.42,USA
CAMP01741,Alpha Corp,Search,36-45,51,LinkedIn,0.2934,7531.16,2.05,USA
CAMP01742,Alpha Corp,Social Media,46-60,71,Instagram,0.1442,6668.8,2.93,India
CAMP01743,Gamma Inc,Email,46-60,61,Google,0.153,18293.01,9.22,USA
CAMP01744,Beta Ltd,Display,26-35,14,Email,0.3371,6443.92,8.32,UK
CAMP01745,Alpha Corp,Search,36-45,57,Email,0.0941,23313.31,9.74,Australia
CAMP01746,Gamma Inc,Search,36-45,38,Instagram,0.1411,10373.47,7.57,UK
CAMP01747,Gamma Inc,Display,36-45,18,Instagram,0.2719,16022.44,9.19,India
CAMP01748,Gamma Inc,Search,36-45,28,Facebook,0.1732,1548.59,3.88,Australia
CAMP01749,Delta Solutions,Display,26-35,76,Email,0.2152,11499.02,6.39,India
CAMP01750,Delta Solutions,Social Media,46-60,61,YouTube,0.1725,10289.25,4.22,Australia
CAMP01751,Delta Solutions,Email,46-60,9,Google,0.1063,18989.12,8.72,Germany
CAMP01752,Delta Solutions,Display,18-25,34,Instagram,0.0653,1857.79,9.97,UK
CAMP01753,Delta Solutions,Search,46-60,63,Google,0.299,10357.63,7.58,UK
CAMP01754,Alpha Corp,Influencer,18-25,48,Google,0.1036,21524.27,7.92,UK
CAMP01755,Alpha Corp,Social Media,18-25,71,Facebook,0.3491,16878.22,8.87,USA
CAMP01756,Gamma Inc,Influencer,46-60,58,Email,0.0134,19546.91,1.41,Australia
CAMP01757,Alpha Corp,Search,36-45,8,Instagram,0.3099,19200.05,5.08,USA
CAMP01758,Alpha Corp,Search,46-60,79,LinkedIn,0.3321,16717.67,7.46,UK
CAMP01759,Gamma Inc,Email,18-25,54,YouTube,0.03,10086.77,6.25,India
CAMP01760,Gamma Inc,Influencer,18-25,84,Instagram,0.2234,10285.14,5.63,UK
CAMP01761,Beta Ltd,Social Media,46-60,23,Google,0.2761,1753.96,4.17,USA
CAMP01762,Alpha Corp,Influencer,18-25,64,Instagram,0.2192,5277.48,2.59,Australia
CAMP01763,Delta Solutions,Social Media,26-35,7,YouTube,0.3092,14173.15,9.26,India
CAMP01764,Alpha Corp,Influencer,26-35,18,Google,0.055,22429.45,7.47,Australia
CAMP01765,Beta Ltd,Display,36-45,80,LinkedIn,0.3326,15499.6,6.33,Australia
CAMP01766,Delta Solutions,Social Media,18-25,81,Email,0.1972,9982.67,1.31,UK
CAMP01767,Gamma Inc,Social Media,46-60,87,Facebook,0.1271,20882.39,1.56,Germany
CAMP01768,Alpha Corp,Search,26-35,22,YouTube,0.1886,11494.86,4.61,India
CAMP01769,Delta Solutions,Influencer,46-60,81,Instagram,0.1254,6867.09,1.69,India
CAMP01770,Alpha Corp,Social Media,26-35,9,LinkedIn,0.1649,2461.78,1.91,India
CAMP01771,Beta Ltd,Search,26-35,39,Instagram,0.0632,20799.49,1.27,India
CAMP01772,Delta Solutions,Display,26-35,42,LinkedIn,0.2972,15591.45,3.29,UK
CAMP01773,Alpha Corp,Influencer,26-35,73,YouTube,0.1425,14730.1,0.61,Germany
CAMP01774,Delta Solutions,Influencer,36-45,63,Email,0.1688,18156.42,7.46,UK
CAMP01775,Gamma Inc,Social Media,46-60,35,Email,0.3193,15323.49,6.19,USA
CAMP01776,Beta Ltd,Display,46-60,17,Email,0.3184,9087.9,5.32,USA
CAMP01777,Gamma Inc,Influencer,18-25,36,Instagram,0.2779,15630.74,9.88,Australia
CAMP01778,Delta Solutions,Influencer,46-60,30,Instagram,0.0202,3931.03,5.08,Germany
CAMP01779,Gamma Inc,Display,18-25,62,LinkedIn,0.3182,7756.28,8.76,Australia
CAMP01780,Delta Solutions,Social Media,26-35,11,Instagram,0.0742,13664.18,2.3,UK
CAMP01781,Gamma Inc,Display,46-60,40,YouTube,0.159,2194.15,3.02,USA
CAMP01782,Alpha Corp,Search,36-45,58,Google,0.317,20633.7,3.62,USA
CAMP01783,Beta Ltd,Social Media,18-25,60,Email,0.0423,1593.66,9.91,India
CAMP01784,Beta Ltd,Search,46-60,65,Facebook,0.0553,9622.98,9.12,USA
CAMP01785,Gamma Inc,Search,46-60,29,Instagram,0.2059,11632.68,4.76,USA
CAMP01786,Delta Solutions,Influencer,36-45,49,Instagram,0.169,17177.32,8.52,UK
CAMP01787,Alpha Corp,Search,46-60,13,Facebook,0.1425,4294.3,2.72,UK
CAMP01788,Gamma Inc,Display,18-25,43,YouTube,0.2853,20623.52,6.13,India
CAMP01789,Delta Solutions,Search,26-35,89,Google,0.3142,10939.72,2.04,Australia
CAMP01790,Beta Ltd,Social Media,18-25,77,Email,0.3471,6653.17,5.96,USA
CAMP01791,Beta Ltd,Search,18-25,58,Email,0.0518,2909.23,2.61,Australia
CAMP01792,Delta Solutions,Influencer,36-45,41,YouTube,0.2399,23170.17,6.06,USA
